text_a,text_b,score,label_type
มีคนร้ายกรีดเบาะรถและขโมยหมวกกันน็อคตรงลานจอด ตึก EN,โดนขโมยหมวกกันน็อคและเบาะรถจักรยานยนต์โดนกรีดที่ลานจอดรถ อาคารคณะวิศวกรรมศาสตร์,0.9362,DUPLICATE
หลอดไฟทางเดินหน้า ตึก EN ดับสนิท มืดมาก,ถังขยะหน้า ตึก EN ขยะล้นถัง ส่งกลิ่นเหม็นเน่า,0.0758,DIFFERENT
สัญญาณอินเทอร์เน็ต UP-WiFi ป้ายหอพักใน หลุดบ่อยมาก เชื่อมต่อไม่ได้เลย,เน็ตไวไฟ UP-WiFi ที่ ป้ายรอรถหอใน มพ. ต่อไม่ติด หลุดทุก 5 นาที ทำงานไม่ได้,0.9311,DUPLICATE
สอบถามขั้นตอนการขอทุนการศึกษานิสิตขาดแคลนทุนทรัพย์,มีคนร้ายขโมยหมวกกันน็อคตรงลานจอดรถ หอพักลุมพินี,0.0263,DIFFERENT
รถเมล์มอสาย 2 (สีเขียว) รอนานมากเกิน 45 นาที รถไม่พอ นิสิตยืนล้นป้าย ทางเดิน Skywalk,รอรถบัส มพ. สาย 2 (สีเขียว) ที่ สะพานสกายวอล์ค นานมาก คนเบียดกันแน่น รถขาดระยะ,0.9323,DUPLICATE
ก๊อกน้ำและท่อประปาที่ ตึก ICT ไหลช้ามาก มีสีขุ่นเหลือง,ทางเดิน Skywalk ลื่นมากหลังฝนตก มีนิสิตลื่นล้มหลายคน,0.0599,DIFFERENT
กิ่งไม้ใหญ่หักโค่นพาดขวางถนนตรง คณะนิติศาสตร์ รถสัญจรไม่ได้,ต้นไม้ล้มขวางทางจราจรบริเวณ ตึกนิติศาสตร์ รถผ่านไม่ได้ การจราจรติดขัด,0.9581,DUPLICATE
โปรเจกเตอร์ห้อง 2104 คณะวิทยาศาสตร์ เปิดไม่ติด ภาพไม่ขึ้นจอ อาจารย์สอนไม่ได้,เครื่องฉายโปรเจกเตอร์ห้องเรียน 2104 ตึกวิทย์ พัง จอภาพมืดสนิท,0.9239,DUPLICATE
แอร์ห้อง 3404 คณะพยาบาลศาสตร์ มีน้ำรั่วหยดและไม่เย็นเลย ร้อนมาก,เครื่องปรับอากาศห้อง 3404 ตึกพยาบาล น้ำหยดลงพื้น แอร์ไม่ฉ่ำเลย นั่งเรียนไม่ได้,0.9253,DUPLICATE
สัญญาณอินเทอร์เน็ต UP-WiFi คณะศิลปศาสตร์ หลุดบ่อยมาก เชื่อมต่อไม่ได้เลย,เน็ตไวไฟ UP-WiFi ที่ ตึกศิลปศาสตร์ ต่อไม่ติด หลุดทุก 5 นาที ทำงานไม่ได้,0.9373,DUPLICATE
แอร์ห้อง 4202 คณะวิทยาศาสตร์ มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 8 คณะวิทยาศาสตร์ แตก น้ำนองพื้น,0.0475,DIFFERENT
รถเมล์มอสาย 3 (สีแดง) รอนานมากเกิน 45 นาที รถไม่พอ นิสิตยืนล้นป้าย คณะศิลปศาสตร์,รอรถบัส มพ. สาย 3 (สีแดง) ที่ ตึกศิลปศาสตร์ นานมาก คนเบียดกันแน่น รถขาดระยะ,0.9307,DUPLICATE
สายชำระและก๊อกน้ำห้องน้ำชั้น 2 ตึก EN แตก น้ำไหลนองเต็มพื้น,สายฉีดก้นกับก๊อกน้ำชำรุด น้ำรั่วท่วมห้องน้ำชั้น 2 อาคารคณะวิศวกรรมศาสตร์,0.9495,DUPLICATE
แอร์ห้อง 4104 ตึก EN มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 8 ตึก EN แตก น้ำนองพื้น,0.0342,DIFFERENT
ตารางสอบปลายภาควิชา GEN001 ชนกัน ขอทำเรื่องสอบซ้ำ,ลิฟต์โดยสาร ป้ายหอพักใน ค้างที่ชั้น 3 ใช้งานไม่ได้,0.0328,DIFFERENT
สอบถามขั้นตอนการขอทุนการศึกษานิสิตขาดแคลนทุนทรัพย์,มีคนร้ายขโมยหมวกกันน็อคตรงลานจอดรถ ตึก ICT,0.0,DIFFERENT
คนขับรถชัตเติลบัสสาย 4 (สีน้ำเงิน) ขับเร็วและเบรกกระชากแรงมากตรง ตึก EN,รถเมล์ มพ. สาย 4 (สีน้ำเงิน) ซิ่งเร็ว เบรกกะทันหัน ผู้โดยสารเกือบหัวทิ่มแถว อาคารคณะวิศวกรรมศาสตร์,0.9403,DUPLICATE
สายชำระและก๊อกน้ำห้องน้ำชั้น 5 ตึก ICT แตก น้ำไหลนองเต็มพื้น,สายฉีดก้นกับก๊อกน้ำชำรุด น้ำรั่วท่วมห้องน้ำชั้น 5 อาคารเทคโนโลยีสารสนเทศและการสื่อสาร,0.9266,DUPLICATE
ลิฟต์โดยสาร ป้ายหอพักใน ค้างที่ชั้น 8 ประตูปิดไม่สนิท น่ากลัวมาก,ลิฟต์ ป้ายรอรถหอใน มพ. เสีย ติดค้างอยู่ที่ชั้น 8 กดปุ่มเปิดไม่ไป,0.9739,DUPLICATE
